customer_id, customer_name                  , address                                , zip_code , phone        , city                       , country, notes  , SID 
153, SUZANNE NICHOLS       , 456 Escobar Way                        ,36061,7.19E+11, Jakarta                    , Indonesia, active ,2
473, JORGE OLIVARES        , 1078 Stara Zagora Drive                ,69221,9.33E+11, Lhokseumawe                , Indonesia, active ,2
500, REGINALD KINDER       , 519 Brescia Parkway                    ,69504,7.94E+11, Madiun                     , Indonesia, active ,1
542, LONNIE TIRADO         , 1658 Cuman?í Loop                      ,51309,7.85E+11, Pangkal Pinang             , Indonesia, active ,2
116, VICTORIA GIBSON       , 544 Malm?Â Parkway                     ,63502,3.87E+11, Pemalang                   , Indonesia, active ,1
506, LESLIE SEWARD         , 1152 al-Qatif Lane                     ,44816,1.31E+11, Pontianak                  , Indonesia, active ,2
372, STEVE MACKENZIE       , 154 Oshawa Manor                       ,72771,4.40E+11, Probolinggo                , Indonesia, active ,2
524, JARED ELY             , 1003 Qinhuangdao Street                ,25972,35533115997, Purwakarta                 , Indonesia, active ,1
450, JAY ROBB              , 1947 Paarl Way                         ,23636,8.34E+11, Surakarta                  , Indonesia, active ,1
458, LLOYD DOWD            , 935 Aden Boulevard                     ,64709,3.35E+11, Tegal                      , Indonesia                             , active ,1
36, KATHLEEN ADAMS        , 334 Munger (Monghyr) Lane              ,38145,4.81E+11, Arak                       , Iran, active ,2
10, DOROTHY TAYLOR        , 1531 Sal?® Drive                       ,53628,6.49E+11, Esfahan                    , Iran, active ,1
377, HOWARD FORTNER        , 220 Hidalgo Drive                      ,45298,3.43E+11, Kermanshah                 , Iran                                  , active ,1
368, HARRY ARCE            , 1922 Miraj Way                         ,13203,3.20E+11, Najafabad                  , Iran,        ,1
459, TOMMY COLLAZO         , 76 Kermanshah Manor                    ,23343,7.62E+11, Qomsheh                    , Iran, active ,1
185, ROBERTA HARPER        , 927 Barcelona Street                   ,65121,9.51E+11, Shahr-e Kord               , Iran                                  , active ,1
449, OSCAR AQUINO          , 956 Nam Dinh Manor                     ,21872,4.74E+11, Sirjan                     , Iran, active ,2
279, DIANNE SHELTON        , 600 Bradford Street                    ,96204,1.18E+11, Tabriz                     , Iran, active ,2
579, DARYL LARUE           , 1208 Tama Loop                         ,73605,9.55E+11, Mosul                      , Iraq, active ,2
102, CRYSTAL FORD          , 659 Vaduz Drive                        ,49708,7.10E+11, Ashdod                     , Israel, active ,1
478, LEWIS LYMAN           , 632 Usolje-Sibirskoje Parkway          ,73085,6.68E+11, Ashqelon                   , Israel, active ,1
315, KENNETH GOODEN        , 1542 Lubumbashi Boulevard              ,62472,5.09E+11, Bat Yam                    , Israel,        ,2
161, GERALDINE PERKINS     , 97 Shimoga Avenue                      ,44660,1.77E+11, Tel Aviv-Jaffa             , Israel, active ,1
33, ANNA HILL             , 127 Purnea (Purnia) Manor              ,79388,9.12E+11, Alessandria                , Italy, active ,2
439, ALEXANDER FENNELL     , 231 Kaliningrad Place                  ,57833,5.75E+11, Bergamo                    , Italy, active ,2
309, CHRISTOPHER GRECO     , 1224 Huejutla de Reyes Boulevard       ,70923,8.06E+11, Brescia                    , Italy, active ,1
499, MARC OUTLAW           , 1 Valle de Santiago Avenue             ,86208,4.66E+11, Brindisi                   , Italy, active ,2
541, DARREN WINDHAM        , 379 Lublin Parkway                     ,74568,9.22E+11, Livorno                    , Italy, active ,2
221, BESSIE MORRISON       , 1926 Gingoog Street                    ,22824,4.70E+11, Syrakusa                   , Italy, active ,1
525, ADRIAN CLARY          , 1986 Sivas Place                       ,95775,1.82E+11, Udine                      , Italy, active ,2
574, JULIAN VEST           , 923 Tangail Boulevard                  ,33384,3.16E+11, Akishima                   , Japan, active ,2
141, DEBBIE REYES          , 928 Jaffna Loop                        ,93762,5.82E+11, Fukuyama                   , Japan, active ,1
264, GWENDOLYN MAY         , 446 Kirovo-T?íepetsk Lane              ,19428,3.04E+11, Higashiosaka               , Japan, active ,1
194, KRISTEN CHAVEZ        , 345 Oshawa Boulevard                   ,32114,1.04E+11, Hino                       , Japan, active ,2
299, JAMES GANNON          , 1635 Kuwana Boulevard                  ,52137,7.11E+11, Hiroshima                  , Japan, active ,2
519, RON DELUCA            , 1949 Sanya Street                      ,61244,1.32E+11, Isesaki                    , Japan, active ,2
240, MARLENE WELCH         , 1148 Saarbr??cken Parkway              ,1921,1.38E+11, Iwaki                      , Japan, active ,1
54, TERESA ROGERS         , 1964 Allappuzha (Alleppey) Street      ,48980,9.21E+11, Iwakuni                    , Japan, active ,1
396, EARL SHANKS           , 168 Cianjur Manor                      ,73824,6.79E+11, Iwatsuki                   , Japan, active ,1
391, CLARENCE GAMEZ        , 767 Pyongyang Drive                    ,83536,6.68E+11, Izumisano                  , Japan, active ,1
163, CATHY SPENCER         , 1287 Xi??angfan Boulevard              ,57844,8.19E+11, Kakamigahara               , Japan, active ,1
79, RACHEL BARNES         , 586 Tete Way                           ,1079,18581624103, Kamakura                   , Japan, active ,1
547, KURT EMMONS           , 1421 Quilmes Lane                      ,19151,1.35E+11, Kanazawa                   , Japan, active ,1
401, TONY CARRANZA         , 454 Patiala Lane                       ,13496,7.95E+11, Koriyama                   , Japan, active ,2
34, REBECCA SCOTT         , 61 Tama Street                         ,94065,7.08E+11, Kurashiki                  , Japan, active ,2
531, JAMIE WAUGH           , 958 Sagamihara Lane                    ,88408,4.27E+11, Kuwana                     , Japan, active ,2
355, TERRY GRISSOM         , 619 Hu?ínuco Avenue                    ,81508,1.43E+11, Matsue                     , Japan, active ,2
253, TERRY CARLSON         , 752 Ondo Loop                          ,32474,1.35E+11, Miyakonojo                 , Japan                                 , active ,1
53, HEATHER MORRIS        , 17 Kabul Boulevard                     ,38594,6.98E+11, Nagareyama                 , Japan, active ,1
489, RICARDO MEADOR        , 591 Sungai Petani Drive                ,46400,37247325001, Okayama                    , Japan, active ,1
365, BRUCE SCHWARZ         , 1565 Tangail Manor                     ,45750,6.34E+11, Okinawa                    , Japan, active ,2
404, STANLEY SCROGGINS     , 1266 Laredo Parkway                    ,7664,1483365694, Omiya                      , Japan, active ,2
337, JERRY JORDON          , 124 al-Manama Way                      ,52368,6.48E+11, Onomichi                   , Japan, active ,1
285, MIRIAM MCKINNEY       , 1336 Benin City Drive                  ,46044,3.41E+11, Otsu                       , Japan, active ,1
11, LISA ANDERSON         , 1542 Tarlac Parkway                    ,1027,6.35E+11, Sagamihara                 , Japan, active ,2
1, MARY SMITH            , 1913 Hanoi Way                         ,35200,28303384290, Sasebo                     , Japan, active ,1
29, ANGELA HERNANDEZ      , 786 Aurora Avenue                      ,65750,18461860151, Shimonoseki                , Japan, active ,2
385, PHILLIP HOLM          , 102 Chapra Drive                       ,14073,7.76E+11, Tama                       , Japan, active ,1
429, FREDERICK ISBELL      , 1404 Taguig Drive                      ,87212,5.72E+11, Tsuyama                    , Japan, active ,2
503, ANGEL BARCLAY         , 496 Celaya Drive                       ,90797,7.60E+11, Ueda                       , Japan, active ,1
147, JOANNE ROBERTSON      , 1337 Lincoln Parkway                   ,99457,5.98E+11, Urawa                      , Japan, active ,2
76, IRENE PRICE           , 602 Paarl Street                       ,98889,8.96E+11, Pavlodar                   , Kazakstan, active ,2
573, BYRON BOX             , 521 San Juan Bautista Tuxtepec Place   ,95093,8.44E+11, Zhezqazghan                , Kazakstan, active ,1
193, KATIE ELLIOTT         , 447 Surakarta Loop                     ,10428,9.41E+11, Kisumu                     , Kenya, active ,2
363, ROY WHITING           , 1658 Jastrzebie-Zdr??j Loop            ,96584,5.68E+11, Nyeri                      , Kenya, active ,2
234, CLAUDIA FULLER        , 346 Skikda Parkway                     ,90628,6.30E+11, Jalib al-Shuyukh           , Kuwait, active ,1
347, RYAN SALISBURY        , 1673 Tangail Drive                     ,26857,6.28E+11, Daugavpils                 , Latvia, active ,2
23, SARAH LEWIS           , 1780 Hino Boulevard                    ,7716,9.03E+11, Liepaja                    , Latvia, active ,2
57, EVELYN MORGAN         , 943 Tokat Street                       ,45428,8.89E+11, Vaduz                      , Liechtenstein                         , active ,2
557, FELIX GAFFNEY         , 1059 Yuncheng Avenue                   ,47498,1.07E+11, Vilnius                    , Lithuania, active ,1
81, ANDREA HENDERSON      , 320 Baiyin Parkway                     ,37307,2.24E+11, Mahajanga                  , Madagascar, active ,1
166, LYNN PAYNE            , 710 San Felipe del Progreso Avenue     ,76901,8.44E+11, Lilongwe                   , Malawi, active ,1
171, DOLORES WAGNER        , 316 Uruapan Street                     ,58194,2.76E+11, Ipoh                       , Malaysia, active ,2
58, JEAN BELL             , 1114 Liepaja Street                    ,69226,2.13E+11, Kuching                    , Malaysia, active ,1
306, CHARLES KOWALSKI      , 715 S?úo Bernardo do Campo Lane        ,84804,1.81E+11, Sungai Petani              , Malaysia, active ,1
486, GLEN TALBERT          , 1789 Saint-Denis Parkway               ,8268,9.37E+11, Acu??a                     , Mexico, active ,1
414, VINCENT RALSTON       , 397 Sunnyvale Avenue                   ,55566,6.81E+11, Allende                    , Mexico, active ,1
84, SARA PERRY            , 125 Citt?á del Vaticano Boulevard      ,67912,48417642933, Atlixco                    , Mexico, active ,2
578, WILLARD LUMPKIN       , 1819 Alessandria Loop                  ,53829,3.78E+11, Carmen                     , Mexico, active ,2
587, SERGIO STANFIELD      , 1402 Zanzibar Boulevard                ,71102,3.87E+11, Celaya                     , Mexico, active ,1
247, STELLA MORENO         , 1473 Changhwa Parkway                  ,75933,2.67E+11, Coacalco de Berrioz?íbal   , Mexico, active ,1
482, MAURICE CRAWLEY       , 1785 S?úo Bernardo do Campo Street     ,71182,6.85E+11, Coatzacoalcos              , Mexico,        ,1
467, ALVIN DELOACH         , 1447 Chatsworth Place                  ,41545,7.69E+11, Cuauht?®moc                , Mexico, active ,2
323, MATTHEW MAHAN         , 479 San Felipe del Progreso Avenue     ,54949,8.69E+11, Cuautla                    , Mexico, active ,2
575, ISAAC OGLESBY         , 186 Skikda Lane                        ,89422,14465669789, Cuernavaca                 , Mexico, active ,2
451, JIM REA               , 814 Simferopol Loop                    ,48745,5.25E+11, El Fuerte                  , Mexico, active ,1
364, BENJAMIN VARNEY       , 817 Laredo Avenue                      ,77449,1.51E+11, Guadalajara                , Mexico, active ,1
150, DANIELLE DANIELS      , 781 Shimonoseki Drive                  ,95444,6.32E+11, Hidalgo                    , Mexico, active ,2
582, ANDY VANHORN          , 966 Asunci??n Way                      ,62703,9.96E+11, Huejutla de Reyes          , Mexico, active ,2
108, TRACY COLE            , 1002 Ahmadnagar Manor                  ,93026,3.71E+11, Huixquilucan               , Mexico, active ,1
581, VIRGIL WOFFORD        , 760 Miyakonojo Drive                   ,64682,2.94E+11, Jos?® Azueta               , Mexico, active ,1
369, FRED WHEAT            , 433 Florencia Street                   ,91330,5.62E+11, Ju?írez                    , Mexico, active ,2
488, SHANE MILLARD         , 184 Mandaluyong Street                 ,94239,4.88E+11, La Paz                     , Mexico, active ,2
177, SAMANTHA DUNCAN       , 146 Johannesburg Way                   ,54132,9.54E+11, Matamoros                  , Mexico, active ,2
343, DOUGLAS GRAF          , 785 Vaduz Street                       ,36170,8.96E+11, Mexicali                   , Mexico, active ,1
570, IVAN CROMWELL         , 1351 Sousse Lane                       ,37815,2.04E+11, Monclova                   , Mexico, active ,2
115, WENDY HARRISON        , 1107 Nakhon Sawan Avenue               ,75149,8.68E+11, Nezahualc??yotl            , Mexico, active ,1
353, JONATHAN SCARBOROUGH  , 1698 Southport Loop                    ,49009,7.54E+11, Pachuca de Soto            , Mexico                                , active ,1
273, PRISCILLA LOWE        , 144 South Hill Loop                    ,2012,45387294817, Salamanca                  , Mexico, active ,2
319, RONALD WEINER         , 1145 Vilnius Manor                     ,73170,6.75E+11, San Felipe del Progreso    , Mexico, active ,2
425, FRANCIS SIKES         , 355 Vit??ria de Santo Ant?úo Way       ,81758,5.48E+11, San Juan Bautista Tuxtepec , Mexico, active ,2
133, PAULINE HENRY         , 261 Saint Louis Way                    ,83401,3.22E+11, Torre??n                   , Mexico                                , active ,1
454, ALEX GRESHAM          , 251 Florencia Drive                    ,16119,1.18E+11, Uruapan                    , Mexico, active ,2
288, BOBBIE CRAIG          , 86 Higashiosaka Lane                   ,33768,9.57E+11, Valle de Santiago          , Mexico, active ,1
465, FLOYD GANDY           , 1088 Ibirit?® Place                    ,88502,49084281333, Zapopan                    , Mexico, active ,1
38, MARTHA GONZALEZ       , 269 Cam Ranh Parkway                   ,34689,4.90E+11, Chisinau                   , Moldova, active ,1
543, LANCE PEMBERTON       , 454 Qinhuangdao Drive                  ,25866,7.86E+11, Beni-Mellal                , Morocco, active ,1
40, AMANDA CARTER         , 671 Graz Street                        ,94399,6.81E+11, Nador                      , Morocco, active ,2
22, LAURA RODRIGUEZ       , 28 Charlotte Amalie Street             ,37551,1.62E+11, Sal?®                      , Morocco, active ,1
257, MARSHA DOUGLAS        , 771 Yaound?® Manor                     ,86768,2.45E+11, Beira                      , Mozambique, active ,2
433, DON BONE              , 596 Huixquilucan Place                 ,65892,3.43E+11, Na?ºala-Porto              , Mozambique, active ,1
97, ANNIE RUSSELL         , 1599 Plock Drive                       ,71986,8.17E+11, Tete                       , Mozambique, active ,2
256, MABEL HOLLAND         , 51 Laredo Avenue                       ,68146,8.85E+11, Monywa                     , Myanmar, active ,2
4, BARBARA JONES         , 1566 Ineg?Âl Manor                     ,53561,7.06E+11, Myingyan                   , Myanmar, active ,2
513, DUANE TUBBS           , 962 Tama Loop                          ,65952,2.83E+11, Yangor                     , Nauru, active ,2
321, KEVIN SCHULER         , 470 Boksburg Street                    ,97960,9.08E+11, Birgunj                    , Nepal, active ,1
415, GLENN PULLEN          , 992 Klerksdorp Loop                    ,33711,8.55E+11, Amersfoort                 , Netherlands, active ,1
137, RHONDA KENNEDY        , 1749 Daxian Place                      ,11044,9.63E+11, Apeldoorn                  , Netherlands, active ,2
341, PETER MENARD          , 1217 Konotop Avenue                    ,504,7.19E+11, Ede                        , Netherlands, active ,1
474, DUSTIN GILLETTE       , 1854 Okara Boulevard                   ,42123,1.32E+11, Emmen                      , Netherlands, active ,2
184, VIVIAN RUIZ           , 741 Ambattur Manor                     ,43310,3.03E+11, ??s-Hertogenbosch          , Netherlands, active ,1
8, SUSAN WILSON          , 478 Joliet Way                         ,77948,6.57E+11, Hamilton                   , New Zealand, active ,2
284, SONIA GREGORY         , 1279 Udine Parkway                     ,75860,1.95E+11, Benin City                 , Nigeria, active ,1
409, RODNEY MOELLER        , 1936 Lapu-Lapu Parkway                 ,7122,6.53E+11, Deba Habe                  , Nigeria, active ,2
286, VELMA LUCAS           , 1155 Liaocheng Place                   ,22650,5.58E+11, Effon-Alaiye               , Nigeria, active ,1
80, MARILYN ROSS          , 1888 Kabul Drive                       ,20936,7.01E+11, Ife                        , Nigeria, active ,1
198, ELSIE KELLEY          , 955 Bamenda Way                        ,1545,7.68E+11, Ikerre                     , Nigeria, active ,2
103, GLADYS HAMILTON       , 1177 Jelets Way                        ,3305,4.84E+11, Ilorin                     , Nigeria                               , active ,1
18, CAROL GARCIA          , 320 Brest Avenue                       ,43331,7.48E+11, Kaduna                     , Nigeria, active ,2
277, OLGA JIMENEZ          , 556 Baybay Manor                       ,55802,3.64E+11, Ogbomosho                  , Nigeria, active ,2
156, BERTHA FERGUSON       , 1367 Yantai Manor                      ,21294,8.90E+11, Ondo                       , Nigeria, active ,1
280, TRACEY BARRETT        , 1006 Santa B?írbara d??Oeste Manor     ,36229,85059738746, Owo                        , Nigeria, active ,2
250, JO FOWLER             , 786 Stara Zagora Way                   ,98332,7.16E+11, Oyo                        , Nigeria, active ,2
562, WALLACE SLONE         , 1342 Sharja Way                        ,93655,9.46E+11, Sokoto                     , Nigeria, active ,1
232, CONSTANCE REID        , 885 Yingkou Manor                      ,31390,5.89E+11, Zaria                      , Nigeria, active ,2
157, DARLENE ROSE          , 1386 Nakhon Sawan Boulevard            ,53502,3.69E+11, Pyongyang                  , North Korea, active ,2
9, MARGARET MOORE        , 613 Korolev Drive                      ,45844,3.81E+11, Masqat                     , Oman, active ,2
498, GENE SANBORN          , 1416 San Juan Bautista Tuxtepec Avenue ,50592,1.44E+11, Salala                     , Oman, active ,1
416, JEFFERY PINSON        , 966 Arecibo Loop                       ,94018,15273765306, Dadu                       , Pakistan, active ,2
223, MELINDA FERNANDEZ     , 1820 Maring?í Parkway                  ,88307,99760893676, Mandi Bahauddin            , Pakistan, active ,1
20, SHARON ROBINSON       , 1688 Okara Way                         ,21954,1.44E+11, Mardan                     , Pakistan, active ,2
399, DANNY ISOM            , 734 B?®char Place                      ,30586,2.81E+11, Okara                      , Pakistan, active ,1
25, DEBORAH WALKER        , 934 San Felipe de Puerto Plata Street  ,99780,1.96E+11, Shikarpur                  , Pakistan, active ,1
226, MAUREEN LITTLE        , 201 Effon-Alaiye Way                   ,64344,6.84E+11, Asunci??n                  , Paraguay, active ,2
205, EILEEN CARR           , 1679 Antofagasta Street                ,86599,9.06E+11, Ciudad del Este            , Paraguay, active ,2
345, CARL ARTIS            , 1628 Nagareyama Lane                   ,60079,20064292617, San Lorenzo                , Paraguay, active ,1
304, DAVID ROYAL           , 827 Yuncheng Drive                     ,79047,5.04E+11, Callao                     , Peru, active ,2
565, JAIME NETTLES         , 1746 Faaa Way                          ,32515,8.63E+11, Hu?ínuco                   , Peru, active ,2
122, THELMA MURRAY         , 1175 Tanauan Way                       ,64615,9.37E+11, Lima                       , Peru, active ,1
597, FREDDIE DUGGAN        , 1103 Quilmes Boulevard                 ,52137,6.44E+11, Sullana                    , Peru, active ,1
71, KATHY JAMES           , 492 Cam Ranh Street                    ,50805,5.65E+11, Baybay                     , Philippines, active ,1
188, MELANIE ARMSTRONG     , 1166 Changhwa Street                   ,58852,6.51E+11, Bayugan                    , Philippines, active ,1
94, NORMA GONZALES        , 152 Kitwe Parkway                      ,53182,8.35E+11, Bislig                     , Philippines, active ,1
371, BILLY POULIN          , 1061 Ede Avenue                        ,57810,3.33E+11, Cabuyao                    , Philippines, active ,1
388, CRAIG MORRELL         , 717 Changzhou Lane                     ,21615,4.26E+11, Cavite                     , Philippines, active ,2
27, SHIRLEY ALLEN         , 217 Botshabelo Place                   ,49521,6.65E+11, Davao                      , Philippines                           , active ,2
461, DEREK BLAKELY         , 118 Jaffna Loop                        ,10447,3.26E+11, Gingoog                    , Philippines                           , active ,1
255, IRMA PEARSON          , 127 Iwakuni Boulevard                  ,20777,9.87E+11, Hagonoy                    , Philippines, active ,2
580, ROSS GREY             , 951 Springs Lane                       ,96115,1.65E+11, Iligan                     , Philippines, active ,1
349, JOE GILLILAND         , 953 Hodeida Street                     ,18841,53912826864, Imus                       , Philippines, active ,2
244, VIOLA HANSON          , 582 Papeete Loop                       ,27722,5.70E+11, Lapu-Lapu                  , Philippines, active ,2
263, HILDA HOPKINS         , 1831 Nam Dinh Loop                     ,51990,3.23E+11, Mandaluyong                , Philippines, active ,1
434, EDDIE TOMLIN          , 1351 Aparecida de Goi?ónia Parkway     ,41775,9.60E+11, Ozamis                     , Philippines, active ,1
522, ARNOLD HAVENS         , 1176 Southend-on-Sea Manor             ,81651,2.37E+11, Santa Rosa                 , Philippines                           , active ,2
72, THERESA WATSON        , 89 Allappuzha (Alleppey) Manor         ,75444,2.56E+11, Taguig                     , Philippines, active ,2
505, RAFAEL ABNEY          , 48 Maraca?¡bo Place                    ,1570,82671830126, Talavera                   , Philippines, active ,1
373, LOUIS LEONE           , 1191 Tandil Drive                      ,6362,45554316010, Tanauan                    , Philippines, active ,1
236, MARCIA DEAN           , 1479 Rustenburg Boulevard              ,18727,7.28E+11, Tanza                      , Philippines, active ,1
548, ALLAN CORNISH         , 947 T??rshavn Place                    ,841,50898428626, Tarlac                     , Philippines, active ,1
261, DEANNA BYRD           , 862 Xintai Lane                        ,30065,2.65E+11, Tuguegarao                 , Philippines, active ,1
318, BRIAN WYMAN           , 1769 Iwaki Lane                        ,25787,5.56E+11, Bydgoszcz                  , Poland, active ,1
572, SIDNEY BURLESON       , 1405 Hagonoy Avenue                    ,86587,8.67E+11, Czestochowa                , Poland, active ,1
128, MARJORIE TUCKER       , 1050 Garden Grove Avenue               ,4999,9.73E+11, Jastrzebie-Zdr??j          , Poland, active ,1
270, LEAH CURTIS           , 906 Goi?ónia Way                       ,83565,7.02E+11, Kalisz                     , Poland, active ,1
501, RUBEN GEARY           , 414 Mandaluyong Street                 ,16370,52709222667, Lublin                     , Poland, active ,1
571, JOHNNIE CHISHOLM      , 1501 Pangkal Pinang Avenue             ,943,7.71E+11, Plock                      , Poland, active ,2
380, RUSSELL BRINSON       , 1642 Charlotte Amalie Drive            ,75442,8.21E+11, Tychy                      , Poland, active ,1
558, JIMMIE EGGLESTON      , 505 Madiun Boulevard                   ,97271,9.71E+11, Wroclaw                    , Poland,        ,1
360, RALPH MADRIGAL        , 1009 Zanzibar Lane                     ,64875,1.02E+11, Arecibo                    , Puerto Rico, active ,2
282, JENNY CASTRO          , 1405 Chisinau Place                    ,8160,62781725285, Ponce                      , Puerto Rico                           , active ,2
230, JOY GEORGE            , 1256 Bislig Boulevard                  ,50598,4.79E+11, Botosani                   , Romania, active ,2
563, KEN PREWITT           , 1342 Abha Boulevard                    ,10714,9.97E+11, Bucuresti                  , Romania, active ,2
148, ELEANOR HUNT          , 1952 Pune Lane                         ,92150,3.55E+11, Saint-Denis                , R?®union, active ,1
397, JIMMY SCHRADER        , 616 Hagonoy Avenue                     ,46043,6.04E+11, At?íinsk                   , Russian Federation                    , active ,1
55, DORIS REED            , 1697 Kowloon and New Kowloon Loop      ,57807,4.99E+11, Bala?íiha                  , Russian Federation                    , active ,2
430, RAY HOULE             , 740 Udaipur Lane                       ,33505,4.97E+11, Dzerzinsk                  , Russian Federation, active ,1
17, DONNA THOMPSON        , 270 Toulon Boulevard                   ,81766,4.08E+11, Elista                     , Russian Federation                    , active ,1
106, CONNIE WALLACE        , 1867 San Juan Bautista Tuxtepec Avenue ,78311,5.47E+11, Ivanovo                    , Russian Federation                    , active ,1
222, DELORES HANSEN        , 810 Palghat (Palakkad) Boulevard       ,73431,5.16E+11, Jaroslavl                  , Russian Federation                    , active ,2
100, ROBIN HAYES           , 1913 Kamakura Place                    ,97287,9.43E+11, Jelets                     , Russian Federation                    , active ,1
301, ROBERT BAUGHMAN       , 1883 Maikop Lane                       ,68469,96110042435, Kaliningrad                , Russian Federation, active ,2
510, BEN EASTER            , 886 Tonghae Place                      ,19450,7.12E+11, Kamy?íin                   , Russian Federation,        ,2
179, DANA HART             , 1089 Iwatsuki Avenue                   ,35109,8.66E+11, Kirovo-T?íepetsk           , Russian Federation                    , active ,1
295, DAISY BATES           , 661 Chisinau Lane                      ,8856,8.16E+11, Kolpino                    , Russian Federation                    , active ,1
393, PHILIP CAUSEY         , 954 Lapu-Lapu Way                      ,8816,7.37E+11, Korolev                    , Russian Federation                    , active ,1
376, RANDY GAITHER         , 1618 Olomouc Manor                     ,26385,96846695220, Kurgan                     , Russian Federation                    , active ,1
311, PAUL TROUT            , 746 Joliet Lane                        ,94878,6.88E+11, Kursk                      , Russian Federation                    , active ,2
44, MARIE TURNER          , 1998 Halifax Drive                     ,76022,1.78E+11, Lipetsk                    , Russian Federation                    , active ,1
160, ERIN DUNN             , 1623 Bah?¡a Blanca Manor               ,81511,1.50E+11, Ljubertsy                  , Russian Federation                    , active ,2
346, ARTHUR SIMPKINS       , 1157 Nyeri Loop                        ,56380,2.63E+11, Maikop                     , Russian Federation                    , active ,1
46, CATHERINE CAMPBELL    , 46 Pjatigorsk Lane                     ,23616,2.62E+11, Moscow                     , Russian Federation                    , active ,2
447, CLIFFORD BOWENS       , 207 Cuernavaca Loop                    ,52671,7.83E+11, Nabereznyje T?íelny        , Russian Federation                    , active ,1
48, ANN EVANS             , 909 Garland Manor                      ,69367,7.06E+11, Niznekamsk                 , Russian Federation                    , active ,1
191, JEANETTE GREENE       , 1077 San Felipe de Puerto Plata Place  ,65387,8.13E+11, Novot?íerkassk             , Russian Federation                    , active ,1
487, HECTOR POINDEXTER     , 185 Mannheim Lane                      ,23661,5.89E+11, Pjatigorsk                 , Russian Federation                    , active ,2
567, ALFREDO MCADAMS       , 1407 Surakarta Manor                   ,33224,3.24E+11, Serpuhov                   , Russian Federation                    , active ,2
127, ELAINE STEVENS        , 801 Hagonoy Drive                      ,8439,2.37E+11, Smolensk                   , Russian Federation                    , active ,2
428, HERBERT KRUGER        , 1823 Hoshiarpur Lane                   ,33191,3.07E+11, Syktyvkar                  , Russian Federation                    , active ,2
350, JUAN FRALEY           , 469 Nakhon Sawan Street                ,58866,6.89E+11, T?íeboksary                , Russian Federation                    , active ,1
462, WARREN SHERROD        , 1621 Tongliao Avenue                   ,22173,2.09E+11, Usolje-Sibirskoje          , Russian Federation                    , active ,2
351, JACK FOUST            , 1378 Beira Loop                        ,40792,8.41E+11, Zeleznogorsk               , Russian Federation                    , active ,1
326, JOSE ANDREW           , 1016 Iwakuni Street                    ,49833,9.61E+11, Kingstown                  , Saint Vincent and the Grenadines      , active ,1
101, PEGGY MYERS           , 733 Mandaluyong Place                  ,77459,1.97E+11, Abha                       , Saudi Arabia                          , active ,1
70, CHRISTINA RAMIREZ     , 1124 Buenaventura Drive                ,6856,4.08E+11, al-Hawiya                  , Saudi Arabia, active ,2
417, TRAVIS ESTEP          , 289 Santo Andr?® Manor                 ,72410,2.15E+11, al-Qatif                   , Saudi Arabia                          , active ,1
49, JOYCE EDWARDS         , 725 Isesaki Place                      ,74428,8.76E+11, Jedda                      , Saudi Arabia                          , active ,2
312, MARK RINEHART         , 780 Kimberley Way                      ,17032,8.24E+11, Tabuk                      , Saudi Arabia                          , active ,2
456, RONNIE RICKETTS       , 1889 Valparai Way                      ,75559,6.70E+11, Ziguinchor                 , Senegal, active ,2
357, KEITH RICO            , 482 Kowloon and New Kowloon Manor      ,97056,7.39E+11, Bratislava                 , Slovakia, active ,1
125, ETHEL WEBB            , 569 Baicheng Lane                      ,60304,4.90E+11, Boksburg                   , South Africa                          , active ,1
132, ESTHER CRAWFORD       , 898 Bel?®m Manor                       ,49757,7.07E+11, Botshabelo                 , South Africa                          , active ,2
555, DWIGHT LOMBARDI       , 1497 Fengshan Drive                    ,63022,3.69E+11, Chatsworth                 , South Africa                          , active ,1
471, DEAN SAUER            , 270 Tambaram Parkway                   ,9668,2.48E+11, Johannesburg               , South Africa                          , active ,1
19, RUTH MARTINEZ         , 1417 Lancaster Avenue                  ,72192,2.73E+11, Kimberley                  , South Africa                          , active ,1
109, EDNA WEST             , 682 Junan Way                          ,30418,6.22E+11, Klerksdorp                 , South Africa                          , active ,2
432, EDWIN BURK            , 1766 Almirante Brown Street            ,63104,6.18E+11, Newcastle                  , South Africa                          , active ,1
338, DENNIS GILMAN         , 1443 Mardan Street                     ,31483,2.31E+11, Paarl                      , South Africa, active ,1
407, DALE RATCLIFF         , 1639 Saarbr??cken Drive                ,9827,3.28E+11, Rustenburg                 , South Africa                          , active ,1
145, LUCILLE HOLMES        , 999 Sanaa Loop                         ,3439,9.18E+11, Soshanguve                 , South Africa                          , active ,1
83, LOUISE JENKINS        , 929 Tallahassee Loop                   ,74671,8.01E+11, Springs                    , South Africa, active ,1
88, BONNIE HUGHES         , 1942 Ciparay Parkway                   ,82624,9.79E+11, Cheju                      , South Korea, active ,2
99, EMILY DIAZ            , 588 Vila Velha Manor                   ,51540,3.33E+11, Kimchon                    , South Korea, active ,2
237, TANYA GILBERT         , 647 A Coru??a (La Coru??a) Street      ,36971,7.93E+11, Naju                       , South Korea, active ,1
536, FERNANDO CHURCHILL    , 193 Bhusawal Place                     ,9750,7.45E+11, Tonghae                    , South Korea, active ,2
245, COURTNEY DAY          , 300 Junan Street                       ,81314,8.90E+11, Uijongbu                   , South Korea, active ,1
